test_no,crash_type,angle,speed_kph,category
8548,VEHICLE INTO VEHICLE,180.0,64.66,Other
8549,VEHICLE INTO VEHICLE,180.0,56.58,Other
8550,VEHICLE INTO VEHICLE,180.0,56.34,Other
8551,VEHICLE INTO VEHICLE,180.0,56.59,Other
8552,VEHICLE INTO VEHICLE,180.0,56.39,Other
8554,VEHICLE INTO VEHICLE,180.0,55.67,Other
8555,VEHICLE INTO VEHICLE,180.0,69.13,Other
8556,VEHICLE INTO POLE,270.0,31.97,Side
8557,IMPACTOR INTO VEHICLE,270.0,62.03,Side
8558,VEHICLE INTO POLE,270.0,31.95,Side
8559,IMPACTOR INTO VEHICLE,270.0,62.51,Side
8560,IMPACTOR INTO VEHICLE,270.0,61.94,Side
8561,VEHICLE INTO POLE,270.0,32.28,Side
8562,VEHICLE INTO BARRIER,0.0,56.48,Frontal
8563,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,8.05,Other
8564,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,11.27,Other
8565,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,8.05,Other
8566,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,3.22,Other
8567,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,4.51,Other
8568,VEHICLE INTO POLE,270.0,31.9,Side
8569,IMPACTOR INTO VEHICLE,270.0,62.23,Side
8570,LOW RISK DEPLOYMENT,0.0,0.0,Other
8571,LOW RISK DEPLOYMENT,0.0,0.0,Other
8579,LOW RISK DEPLOYMENT,0.0,0.0,Other
8580,LOW RISK DEPLOYMENT,0.0,0.0,Other
8581,LOW RISK DEPLOYMENT,0.0,0.0,Other
8582,LOW RISK DEPLOYMENT,0.0,0.0,Other
8583,LOW RISK DEPLOYMENT,0.0,0.0,Other
8584,LOW RISK DEPLOYMENT,0.0,0.0,Other
8585,LOW RISK DEPLOYMENT,0.0,0.0,Other
8586,LOW RISK DEPLOYMENT,0.0,0.0,Other
8587,VEHICLE INTO BARRIER,0.0,39.7,Frontal
8588,VEHICLE INTO BARRIER,0.0,56.59,Frontal
8589,VEHICLE INTO BARRIER,0.0,56.57,Frontal
8590,VEHICLE INTO BARRIER,0.0,56.5,Frontal
8593,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,8.05,Other
8594,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,6.44,Other
8595,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,3.22,Other
8596,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,8.05,Other
8597,OTHER,0.0,0.0,Other
8598,OTHER,0.0,0.0,Other
8599,OTHER,0.0,0.0,Other
8600,OTHER,0.0,0.0,Other
8601,OTHER,0.0,0.0,Other
8602,OTHER,0.0,0.0,Other
8603,VEHICLE INTO BARRIER,0.0,40.36,Frontal
8604,VEHICLE INTO BARRIER,0.0,56.4,Frontal
8605,VEHICLE INTO BARRIER,0.0,56.15,Frontal
8606,LOW RISK DEPLOYMENT,0.0,0.0,Other
8607,LOW RISK DEPLOYMENT,0.0,0.0,Other
8608,LOW RISK DEPLOYMENT,0.0,0.0,Other
8609,LOW RISK DEPLOYMENT,0.0,0.0,Other
8610,LOW RISK DEPLOYMENT,0.0,0.0,Other
8611,LOW RISK DEPLOYMENT,0.0,0.0,Other
8612,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8613,VEHICLE INTO BARRIER,0.0,39.7,Frontal
8615,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8616,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8617,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8618,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8619,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8620,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,11.1,Other
8621,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8622,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,13.04,Other
8623,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8624,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,0.0,Other
8625,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,19.31,Other
8626,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,6.44,Other
8627,VEHICLE INTO BARRIER,0.0,13.04,Frontal
8628,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,14.81,Other
8629,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,8.05,Other
8630,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,9.66,Other
8631,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,1.93,Other
8632,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,6.44,Other
8633,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,11.27,Other
8634,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,10.78,Other
8635,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,4.83,Other
8636,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,7.4,Other
8637,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,7.4,Other
8638,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,8.53,Other
8639,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,6.44,Other
8640,VEHICLE INTO POLE,270.0,32.09,Side
8641,VEHICLE INTO BARRIER,0.0,56.54,Frontal
8642,IMPACTOR INTO VEHICLE,270.0,61.11,Side
8643,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8644,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8645,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8646,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8647,IMPACTOR INTO VEHICLE,270.0,61.7,Side
8648,VEHICLE INTO POLE,270.0,31.6,Side
8649,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8650,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8651,VEHICLE INTO BARRIER,0.0,55.8,Frontal
8652,LOW RISK DEPLOYMENT,0.0,0.0,Other
8653,LOW RISK DEPLOYMENT,0.0,0.0,Other
8654,LOW RISK DEPLOYMENT,0.0,0.0,Other
8655,LOW RISK DEPLOYMENT,0.0,0.0,Other
8656,LOW RISK DEPLOYMENT,0.0,0.0,Other
8657,LOW RISK DEPLOYMENT,0.0,0.0,Other
8660,VEHICLE INTO BARRIER,0.0,56.46,Frontal
8661,VEHICLE INTO POLE,270.0,31.9,Side
8662,IMPACTOR INTO VEHICLE,270.0,62.08,Side
8663,VEHICLE INTO POLE,270.0,32.06,Side
8664,IMPACTOR INTO VEHICLE,270.0,61.87,Side
8665,VEHICLE INTO POLE,270.0,32.2,Side
8666,IMPACTOR INTO VEHICLE,270.0,61.85,Side
8700,SLED WITHOUT VEHICLE BODY,0.0,40.2,Sled
8701,SLED WITHOUT VEHICLE BODY,0.0,40.4,Sled
8702,SLED WITHOUT VEHICLE BODY,0.0,40.4,Sled
8703,SLED WITHOUT VEHICLE BODY,0.0,40.2,Sled
8723,SLED WITHOUT VEHICLE BODY,0.0,55.84,Sled
8724,SLED WITHOUT VEHICLE BODY,0.0,55.88,Sled
8725,SLED WITHOUT VEHICLE BODY,0.0,55.78,Sled
8726,SLED WITHOUT VEHICLE BODY,0.0,55.78,Sled
8748,VEHICLE INTO BARRIER,0.0,56.39,Frontal
8749,VEHICLE INTO POLE,270.0,32.15,Side
8750,IMPACTOR INTO VEHICLE,270.0,62.09,Side
8753,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8754,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8755,VEHICLE INTO BARRIER,0.0,55.74,Frontal
8756,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8758,VEHICLE INTO POLE,270.0,31.94,Side
8759,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8760,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8761,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8762,LOW RISK DEPLOYMENT,0.0,0.0,Other
8763,LOW RISK DEPLOYMENT,0.0,0.0,Other
8764,LOW RISK DEPLOYMENT,0.0,0.0,Other
8765,LOW RISK DEPLOYMENT,0.0,0.0,Other
8766,LOW RISK DEPLOYMENT,0.0,0.0,Other
8767,LOW RISK DEPLOYMENT,0.0,0.0,Other
8768,LOW RISK DEPLOYMENT,0.0,0.0,Other
8769,LOW RISK DEPLOYMENT,0.0,0.0,Other
8770,LOW RISK DEPLOYMENT,0.0,0.0,Other
8771,LOW RISK DEPLOYMENT,0.0,0.0,Other
8772,LOW RISK DEPLOYMENT,0.0,0.0,Other
8773,LOW RISK DEPLOYMENT,0.0,0.0,Other
8774,LOW RISK DEPLOYMENT,0.0,0.0,Other
8775,LOW RISK DEPLOYMENT,0.0,0.0,Other
8776,LOW RISK DEPLOYMENT,0.0,0.0,Other
8777,LOW RISK DEPLOYMENT,0.0,0.0,Other
8778,VEHICLE INTO BARRIER,0.0,39.7,Frontal
8779,IMPACTOR INTO VEHICLE,270.0,62.0,Side
8780,VEHICLE INTO POLE,270.0,31.57,Side
8781,VEHICLE INTO BARRIER,0.0,56.28,Frontal
8782,IMPACTOR INTO VEHICLE,270.0,61.6,Side
8783,VEHICLE INTO POLE,270.0,32.18,Side
8784,IMPACTOR INTO VEHICLE,270.0,61.95,Side
8785,VEHICLE INTO POLE,270.0,32.0,Side
8786,IMPACTOR INTO VEHICLE,270.0,61.26,Side
8787,IMPACTOR INTO VEHICLE,345.0,89.84,Rear
8788,IMPACTOR INTO VEHICLE,345.0,90.02,Rear
8789,IMPACTOR INTO VEHICLE,345.0,90.32,Rear
8790,IMPACTOR INTO VEHICLE,345.0,89.69,Rear
8791,IMPACTOR INTO VEHICLE,345.0,90.11,Rear
8792,VEHICLE INTO POLE,270.0,32.26,Side
8832,SLED WITHOUT VEHICLE BODY,0.0,47.73,Sled
8833,SLED WITHOUT VEHICLE BODY,0.0,47.8,Sled
8834,SLED WITHOUT VEHICLE BODY,0.0,47.67,Sled
8835,SLED WITHOUT VEHICLE BODY,0.0,47.57,Sled
8836,SLED WITHOUT VEHICLE BODY,0.0,55.23,Sled
8837,SLED WITHOUT VEHICLE BODY,0.0,56.36,Sled
8838,SLED WITHOUT VEHICLE BODY,0.0,55.75,Sled
8839,SLED WITHOUT VEHICLE BODY,0.0,55.25,Sled
8840,SLED WITHOUT VEHICLE BODY,0.0,55.26,Sled
8841,SLED WITHOUT VEHICLE BODY,0.0,55.49,Sled
8842,SLED WITHOUT VEHICLE BODY,0.0,55.31,Sled
8843,SLED WITHOUT VEHICLE BODY,0.0,55.94,Sled
8844,SLED WITHOUT VEHICLE BODY,0.0,55.81,Sled
8845,SLED WITHOUT VEHICLE BODY,0.0,55.94,Sled
8846,SLED WITHOUT VEHICLE BODY,0.0,55.86,Sled
8847,SLED WITHOUT VEHICLE BODY,0.0,55.54,Sled
8848,SLED WITHOUT VEHICLE BODY,0.0,55.83,Sled
8849,SLED WITHOUT VEHICLE BODY,0.0,47.88,Sled
8853,SLED WITHOUT VEHICLE BODY,0.0,57.81,Sled
8854,SLED WITHOUT VEHICLE BODY,0.0,57.58,Sled
8855,SLED WITHOUT VEHICLE BODY,0.0,57.65,Sled
8856,SLED WITHOUT VEHICLE BODY,0.0,57.58,Sled
8857,SLED WITHOUT VEHICLE BODY,0.0,57.61,Sled
8858,SLED WITHOUT VEHICLE BODY,0.0,57.6,Sled
8874,SLED WITHOUT VEHICLE BODY,0.0,47.31,Sled
8875,IMPACTOR INTO VEHICLE,345.0,89.89,Rear
8876,IMPACTOR INTO VEHICLE,270.0,62.06,Side
8877,VEHICLE INTO BARRIER,0.0,56.47,Frontal
8878,VEHICLE INTO BARRIER,0.0,56.45,Frontal
8879,IMPACTOR INTO VEHICLE,270.0,62.07,Side
8880,VEHICLE INTO POLE,270.0,32.26,Side
8881,IMPACTOR INTO VEHICLE,345.0,89.66,Rear
8882,IMPACTOR INTO VEHICLE,345.0,90.02,Rear
8883,IMPACTOR INTO VEHICLE,270.0,61.53,Side
8884,LOW RISK DEPLOYMENT,0.0,0.0,Other
8885,LOW RISK DEPLOYMENT,0.0,0.0,Other
8886,LOW RISK DEPLOYMENT,0.0,0.0,Other
8887,LOW RISK DEPLOYMENT,0.0,0.0,Other
8888,LOW RISK DEPLOYMENT,0.0,0.0,Other
8889,LOW RISK DEPLOYMENT,0.0,0.0,Other
8890,VEHICLE INTO BARRIER,0.0,39.7,Frontal
8891,VEHICLE INTO BARRIER,0.0,39.6,Frontal
8892,LOW RISK DEPLOYMENT,0.0,0.0,Other
8893,LOW RISK DEPLOYMENT,0.0,0.0,Other
8894,LOW RISK DEPLOYMENT,0.0,0.0,Other
8895,LOW RISK DEPLOYMENT,0.0,0.0,Other
8896,LOW RISK DEPLOYMENT,0.0,0.0,Other
8897,LOW RISK DEPLOYMENT,0.0,0.0,Other
8898,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8899,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8900,VEHICLE INTO BARRIER,0.0,56.3,Frontal
8901,VEHICLE INTO BARRIER,0.0,55.9,Frontal
8902,LOW RISK DEPLOYMENT,0.0,0.0,Other
8903,LOW RISK DEPLOYMENT,0.0,0.0,Other
8904,LOW RISK DEPLOYMENT,0.0,0.0,Other
8905,LOW RISK DEPLOYMENT,0.0,0.0,Other
8907,IMPACTOR INTO VEHICLE,270.0,62.08,Side
8908,VEHICLE INTO POLE,270.0,32.24,Side
8909,VEHICLE INTO BARRIER,0.0,56.08,Frontal
8910,SLED WITHOUT VEHICLE BODY,0.0,46.86,Sled
8911,SLED WITHOUT VEHICLE BODY,0.0,47.12,Sled
8912,SLED WITHOUT VEHICLE BODY,0.0,46.88,Sled
8913,SLED WITHOUT VEHICLE BODY,0.0,46.88,Sled
8914,SLED WITHOUT VEHICLE BODY,0.0,46.82,Sled
8915,SLED WITHOUT VEHICLE BODY,0.0,46.7,Sled
8916,SLED WITHOUT VEHICLE BODY,0.0,46.61,Sled
8917,SLED WITHOUT VEHICLE BODY,0.0,46.9,Sled
8918,SLED WITHOUT VEHICLE BODY,0.0,46.77,Sled
8919,SLED WITHOUT VEHICLE BODY,0.0,46.88,Sled
8920,SLED WITHOUT VEHICLE BODY,0.0,46.82,Sled
8921,SLED WITHOUT VEHICLE BODY,0.0,46.74,Sled
8922,SLED WITHOUT VEHICLE BODY,0.0,46.93,Sled
8923,SLED WITHOUT VEHICLE BODY,0.0,46.82,Sled
8924,SLED WITHOUT VEHICLE BODY,0.0,46.9,Sled
8925,SLED WITHOUT VEHICLE BODY,0.0,46.96,Sled
8926,SLED WITHOUT VEHICLE BODY,0.0,46.86,Sled
8927,SLED WITHOUT VEHICLE BODY,0.0,46.85,Sled
8928,SLED WITHOUT VEHICLE BODY,0.0,46.82,Sled
8929,SLED WITHOUT VEHICLE BODY,0.0,46.77,Sled
8930,SLED WITHOUT VEHICLE BODY,0.0,46.56,Sled
8931,SLED WITHOUT VEHICLE BODY,0.0,46.83,Sled
8932,SLED WITHOUT VEHICLE BODY,0.0,46.85,Sled
8933,SLED WITHOUT VEHICLE BODY,0.0,46.67,Sled
8934,SLED WITHOUT VEHICLE BODY,0.0,46.78,Sled
8935,SLED WITHOUT VEHICLE BODY,0.0,46.9,Sled
8936,SLED WITHOUT VEHICLE BODY,0.0,46.19,Sled
8937,IMPACTOR INTO VEHICLE,270.0,62.01,Side
8938,VEHICLE INTO POLE,270.0,32.18,Side
8939,IMPACTOR INTO VEHICLE,270.0,61.97,Side
8940,VEHICLE INTO POLE,270.0,31.62,Side
8941,LOW RISK DEPLOYMENT,0.0,0.0,Other
8942,LOW RISK DEPLOYMENT,0.0,0.0,Other
8943,LOW RISK DEPLOYMENT,0.0,0.0,Other
8944,LOW RISK DEPLOYMENT,0.0,0.0,Other
8945,LOW RISK DEPLOYMENT,0.0,0.0,Other
8946,LOW RISK DEPLOYMENT,0.0,0.0,Other
8947,VEHICLE INTO BARRIER,30.0,39.8,Frontal
8948,VEHICLE INTO BARRIER,30.0,39.7,Frontal
8949,VEHICLE INTO BARRIER,0.0,56.29,Frontal
8950,IMPACTOR INTO VEHICLE,270.0,62.38,Side
8951,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8952,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,14.81,Other
8953,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,9.33,Other
8955,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,3.7,Other
8956,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,11.1,Other
8957,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,7.4,Other
8958,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,3.7,Other
8959,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,9.33,Other
8961,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,3.7,Other
8962,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,5.63,Other
8963,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8964,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,5.63,Other
8965,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,7.4,Other
8966,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,13.04,Other
8968,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8969,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,5.63,Other
8970,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,0.0,Other
8971,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,13.04,Other
8972,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,13.04,Other
8973,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,9.33,Other
8974,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,33.31,Other
8975,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,16.74,Other
8976,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,5.63,Other
8978,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,9.33,Other
8979,LANE DEPARTURE WARNING PERFORMANCE TEST,0.0,9.33,Other
8980,IMPACTOR INTO VEHICLE,270.0,61.91,Side
8981,VEHICLE INTO POLE,270.0,32.21,Side
8982,VEHICLE INTO BARRIER,0.0,56.16,Frontal
8983,IMPACTOR INTO VEHICLE,270.0,61.97,Side
8984,VEHICLE INTO BARRIER,0.0,39.7,Frontal
8985,VEHICLE INTO POLE,270.0,32.12,Side
8987,VEHICLE INTO BARRIER,0.0,56.17,Frontal
8988,VEHICLE INTO BARRIER,0.0,56.35,Frontal
8989,IMPACTOR INTO VEHICLE,270.0,62.25,Side
8990,VEHICLE INTO POLE,270.0,31.65,Side
8991,IMPACTOR INTO VEHICLE,270.0,62.43,Side
8992,IMPACTOR INTO VEHICLE,270.0,62.04,Side
8993,VEHICLE INTO BARRIER,0.0,56.59,Frontal
8994,VEHICLE INTO POLE,270.0,32.07,Side
8995,VEHICLE INTO POLE,270.0,32.05,Side
8996,VEHICLE INTO POLE,270.0,32.71,Side
8997,IMPACTOR INTO VEHICLE,270.0,61.83,Side
8998,IMPACTOR INTO VEHICLE,15.0,90.37,Rear
8999,IMPACTOR INTO VEHICLE,15.0,90.28,Rear
9001,IMPACTOR INTO VEHICLE,270.0,62.19,Side
9003,VEHICLE INTO POLE,270.0,32.21,Side
9004,VEHICLE INTO POLE,270.0,32.23,Side
9005,VEHICLE INTO BARRIER,0.0,56.22,Frontal
9006,IMPACTOR INTO VEHICLE,270.0,61.9,Side
9007,VEHICLE INTO POLE,270.0,32.26,Side
9008,IMPACTOR INTO VEHICLE,270.0,62.12,Side
9009,VEHICLE INTO BARRIER,0.0,56.14,Frontal
9010,VEHICLE INTO BARRIER,0.0,56.27,Frontal
9011,VEHICLE INTO BARRIER,0.0,56.25,Frontal
9012,VEHICLE INTO BARRIER,0.0,56.23,Frontal
9013,IMPACTOR INTO VEHICLE,270.0,61.95,Side
9014,VEHICLE INTO POLE,270.0,32.15,Side
9015,IMPACTOR INTO VEHICLE,270.0,61.96,Side
9016,VEHICLE INTO POLE,270.0,32.14,Side
9017,LOW RISK DEPLOYMENT,0.0,0.0,Other
9018,LOW RISK DEPLOYMENT,0.0,0.0,Other
9019,LOW RISK DEPLOYMENT,0.0,0.0,Other
9020,LOW RISK DEPLOYMENT,0.0,0.0,Other
9021,LOW RISK DEPLOYMENT,0.0,0.0,Other
9022,LOW RISK DEPLOYMENT,0.0,0.0,Other
9023,LOW RISK DEPLOYMENT,0.0,0.0,Other
9024,LOW RISK DEPLOYMENT,0.0,0.0,Other
9025,LOW RISK DEPLOYMENT,0.0,0.0,Other
9026,LOW RISK DEPLOYMENT,0.0,0.0,Other
9027,LOW RISK DEPLOYMENT,0.0,0.0,Other
9028,LOW RISK DEPLOYMENT,0.0,0.0,Other
9029,VEHICLE INTO BARRIER,0.0,56.33,Frontal
9030,VEHICLE INTO BARRIER,0.0,56.39,Frontal
9031,VEHICLE INTO POLE,270.0,32.3,Side
9032,IMPACTOR INTO VEHICLE,270.0,61.69,Side
9033,VEHICLE INTO BARRIER,0.0,56.55,Frontal
9034,VEHICLE INTO POLE,270.0,32.14,Side
9035,VEHICLE INTO BARRIER,0.0,56.23,Frontal
9036,IMPACTOR INTO VEHICLE,270.0,62.25,Side
9037,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9038,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9039,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9040,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9041,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9042,IMPACTOR INTO VEHICLE,15.0,90.02,Rear
9043,IMPACTOR INTO VEHICLE,345.0,90.27,Rear
9044,VEHICLE INTO POLE,270.0,31.68,Side
9045,VEHICLE INTO POLE,270.0,32.53,Side
9046,IMPACTOR INTO VEHICLE,270.0,61.82,Side
9047,VEHICLE INTO BARRIER,0.0,55.74,Frontal
9048,VEHICLE INTO BARRIER,0.0,56.43,Frontal
9049,VEHICLE INTO POLE,270.0,32.3,Side
9050,IMPACTOR INTO VEHICLE,270.0,61.88,Side
9051,VEHICLE INTO BARRIER,0.0,56.31,Frontal
9052,IMPACTOR INTO VEHICLE,270.0,61.7,Side
9053,VEHICLE INTO POLE,270.0,32.18,Side
9054,IMPACTOR INTO VEHICLE,270.0,62.09,Side
9055,VEHICLE INTO POLE,270.0,32.13,Side
9056,IMPACTOR INTO VEHICLE,270.0,61.84,Side
9057,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9058,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9059,VEHICLE INTO BARRIER,0.0,55.99,Frontal
9060,IMPACTOR INTO VEHICLE,270.0,61.62,Side
9061,VEHICLE INTO POLE,270.0,32.05,Side
9062,VEHICLE INTO POLE,270.0,31.63,Side
9063,IMPACTOR INTO VEHICLE,270.0,61.55,Side
9064,IMPACTOR INTO VEHICLE,270.0,61.78,Side
9065,VEHICLE INTO BARRIER,0.0,56.36,Frontal
9066,VEHICLE INTO POLE,270.0,32.09,Side
9067,IMPACTOR INTO VEHICLE,270.0,61.68,Side
9068,VEHICLE INTO BARRIER,0.0,56.3,Frontal
9069,VEHICLE INTO BARRIER,0.0,56.35,Frontal
9070,VEHICLE INTO BARRIER,0.0,56.55,Frontal
9071,VEHICLE INTO POLE,270.0,32.63,Side
9072,VEHICLE INTO POLE,270.0,32.15,Side
9073,IMPACTOR INTO VEHICLE,270.0,61.79,Side
9074,IMPACTOR INTO VEHICLE,270.0,62.24,Side
9075,VEHICLE INTO POLE,270.0,32.23,Side
9077,VEHICLE INTO BARRIER,0.0,56.58,Frontal
9078,VEHICLE INTO BARRIER,0.0,56.12,Frontal
9079,VEHICLE INTO BARRIER,0.0,56.69,Frontal
9080,VEHICLE INTO BARRIER,0.0,56.81,Frontal
9081,IMPACTOR INTO VEHICLE,270.0,48.3,Side
9082,VEHICLE INTO POLE,270.0,32.48,Side
9083,IMPACTOR INTO VEHICLE,270.0,62.07,Side
9084,IMPACTOR INTO VEHICLE,270.0,61.35,Side
9085,VEHICLE INTO POLE,270.0,32.58,Side
9086,VEHICLE INTO BARRIER,0.0,56.64,Frontal
9087,IMPACTOR INTO VEHICLE,270.0,61.94,Side
9088,VEHICLE INTO POLE,270.0,32.06,Side
9097,VEHICLE INTO BARRIER,0.0,56.36,Frontal
9098,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9099,IMPACTOR INTO VEHICLE,270.0,62.21,Side
9100,VEHICLE INTO POLE,270.0,32.11,Side
9101,LOW RISK DEPLOYMENT,0.0,0.0,Other
9102,LOW RISK DEPLOYMENT,0.0,0.0,Other
9103,LOW RISK DEPLOYMENT,0.0,0.0,Other
9104,LOW RISK DEPLOYMENT,0.0,0.0,Other
9105,LOW RISK DEPLOYMENT,0.0,0.0,Other
9106,LOW RISK DEPLOYMENT,0.0,0.0,Other
9107,VEHICLE INTO BARRIER,0.0,39.8,Frontal
9108,VEHICLE INTO BARRIER,0.0,39.8,Frontal
9109,VEHICLE INTO BARRIER,0.0,39.8,Frontal
9110,IMPACTOR INTO VEHICLE,15.0,90.33,Rear
9111,VEHICLE INTO BARRIER,0.0,56.39,Frontal
9112,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9113,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9114,VEHICLE INTO BARRIER,0.0,56.48,Frontal
9115,IMPACTOR INTO VEHICLE,270.0,62.07,Side
9116,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9117,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9118,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9119,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
9120,VEHICLE INTO POLE,270.0,32.16,Side
9121,IMPACTOR INTO VEHICLE,15.0,90.46,Rear
9122,IMPACTOR INTO VEHICLE,345.0,89.85,Rear
9123,IMPACTOR INTO VEHICLE,345.0,90.09,Rear
9124,IMPACTOR INTO VEHICLE,345.0,89.68,Rear
9125,IMPACTOR INTO VEHICLE,345.0,90.08,Rear
9126,IMPACTOR INTO VEHICLE,345.0,89.66,Rear
9127,IMPACTOR INTO VEHICLE,345.0,89.95,Rear
9128,IMPACTOR INTO VEHICLE,345.0,89.66,Rear
9129,IMPACTOR INTO VEHICLE,345.0,89.98,Rear
9130,IMPACTOR INTO VEHICLE,345.0,89.92,Rear
9131,IMPACTOR INTO VEHICLE,345.0,89.44,Rear
9132,IMPACTOR INTO VEHICLE,353.0,90.09,Rear
9133,IMPACTOR INTO VEHICLE,353.0,90.38,Rear
9134,IMPACTOR INTO VEHICLE,345.0,90.32,Rear
9135,IMPACTOR INTO VEHICLE,345.0,90.11,Rear
9136,VEHICLE INTO BARRIER,0.0,56.48,Frontal
9137,IMPACTOR INTO VEHICLE,345.0,89.89,Rear
9138,IMPACTOR INTO VEHICLE,345.0,90.14,Rear
9139,IMPACTOR INTO VEHICLE,345.0,90.12,Rear
9140,IMPACTOR INTO VEHICLE,345.0,89.88,Rear
9141,IMPACTOR INTO VEHICLE,345.0,90.03,Rear
9142,IMPACTOR INTO VEHICLE,345.0,90.15,Rear
9143,IMPACTOR INTO VEHICLE,345.0,89.92,Rear
9144,IMPACTOR INTO VEHICLE,345.0,90.14,Rear
9145,IMPACTOR INTO VEHICLE,345.0,90.15,Rear
9146,IMPACTOR INTO VEHICLE,345.0,90.06,Rear
9147,IMPACTOR INTO VEHICLE,345.0,90.22,Rear
9148,IMPACTOR INTO VEHICLE,345.0,90.05,Rear
